country,date,ust_busd,source_file
India,2020-09,213.5,mfhhis01.csv
India,2020-10,222.4,mfhhis01.csv
India,2020-11,220.2,mfhhis01.csv
India,2020-12,216.2,mfhhis01.csv
India,2021-01,211.6,mfhhis01.csv
India,2021-02,204.4,mfhhis01.csv
India,2021-03,200.0,mfhhis01.csv
India,2021-04,208.7,mfhhis01.csv
India,2021-05,215.8,mfhhis01.csv
India,2021-06,220.2,mfhhis01.csv
India,2021-07,219.2,mfhhis01.csv
India,2021-08,217.0,mfhhis01.csv
India,2021-09,218.4,mfhhis01.csv
India,2021-10,210.7,mfhhis01.csv
India,2021-11,205.2,mfhhis01.csv
India,2021-12,198.9,mfhhis01.csv
India,2022-01,198.6,mfhhis01.csv
India,2022-02,199.8,mfhhis01.csv
India,2022-03,199.8,mfhhis01.csv
India,2022-04,199.0,mfhhis01.csv
India,2022-05,203.7,mfhhis01.csv
India,2022-06,208.8,mfhhis01.csv
India,2022-07,212.0,mfhhis01.csv
India,2022-08,221.2,mfhhis01.csv
India,2022-09,212.6,mfhhis01.csv
India,2022-10,213.0,mfhhis01.csv
India,2022-11,219.0,mfhhis01.csv
India,2022-12,224.1,mfhhis01.csv
India,2023-01,232.0,mfhhis01.csv
India,2023-02,231.2,mfhhis01.csv
India,2023-03,237.9,mfhhis01.csv
India,2023-04,238.7,mfhhis01.csv
India,2023-05,238.3,mfhhis01.csv
India,2023-06,235.4,mfhhis01.csv
India,2023-07,233.1,mfhhis01.csv
India,2023-08,232.5,mfhhis01.csv
India,2023-09,229.1,mfhhis01.csv
India,2023-10,222.0,mfhhis01.csv
India,2023-11,224.9,mfhhis01.csv
India,2023-12,233.7,mfhhis01.csv
India,2024-01,236.1,mfhhis01.csv
India,2024-02,234.7,mfhhis01.csv
India,2024-03,240.6,mfhhis01.csv
India,2024-04,233.5,mfhhis01.csv
India,2024-05,237.8,mfhhis01.csv
India,2024-06,241.9,mfhhis01.csv
India,2024-07,238.8,mfhhis01.csv
India,2024-08,245.9,mfhhis01.csv
India,2024-09,247.2,mfhhis01.csv
India,2024-10,241.4,mfhhis01.csv
India,2024-11,234.0,mfhhis01.csv
India,2024-12,219.1,mfhhis01.csv
India,2025-01,225.7,mfhhis01.csv
India,2025-02,228.0,mfhhis01.csv
India,2025-03,239.9,mfhhis01.csv
India,2025-04,232.5,mfhhis01.csv
India,2025-05,235.3,mfhhis01.csv
India,2025-06,227.4,mfhhis01.csv
India,2025-07,219.7,mfhhis01.csv
India,2025-08,219.4,mfhhis01.csv
India,2025-09,202.7,mfhhis01.csv
India,2025-10,190.7,mfhhis01.csv
India,2025-11,186.5,mfhhis01.csv
India,2025-12,182.9,mfhhis01.csv
India,2026-01,190.434,slt_table3.txt
India,2026-02,190.607,slt_table3.txt
India,2026-03,183.04,slt_table3.txt
India,2026-04,181.008,slt_table3.txt
Turkey,2002-01,8.2,mfhhis01.csv
Turkey,2002-02,10.4,mfhhis01.csv
Turkey,2002-03,10.2,mfhhis01.csv
Turkey,2002-04,11.1,mfhhis01.csv
Turkey,2002-05,10.5,mfhhis01.csv
Turkey,2002-06,10.0,mfhhis01.csv
Turkey,2002-07,11.0,mfhhis01.csv
Turkey,2002-08,12.2,mfhhis01.csv
Turkey,2002-09,12.4,mfhhis01.csv
Turkey,2002-10,12.1,mfhhis01.csv
Turkey,2002-11,12.8,mfhhis01.csv
Turkey,2002-12,13.5,mfhhis01.csv
Turkey,2003-01,13.2,mfhhis01.csv
Turkey,2003-02,12.9,mfhhis01.csv
Turkey,2003-03,11.9,mfhhis01.csv
Turkey,2003-04,11.0,mfhhis01.csv
Turkey,2003-05,11.8,mfhhis01.csv
Turkey,2003-06,12.5,mfhhis01.csv
Turkey,2003-07,15.3,mfhhis01.csv
Turkey,2003-08,16.4,mfhhis01.csv
Turkey,2003-09,19.1,mfhhis01.csv
Turkey,2003-10,16.6,mfhhis01.csv
Turkey,2003-11,15.5,mfhhis01.csv
Turkey,2003-12,15.7,mfhhis01.csv
Turkey,2004-01,14.5,mfhhis01.csv
Turkey,2004-02,14.2,mfhhis01.csv
Turkey,2004-03,14.9,mfhhis01.csv
Turkey,2004-04,16.3,mfhhis01.csv
Turkey,2004-05,15.7,mfhhis01.csv
Turkey,2004-06,15.0,mfhhis01.csv
Turkey,2004-07,15.1,mfhhis01.csv
Turkey,2004-08,16.5,mfhhis01.csv
Turkey,2004-09,16.9,mfhhis01.csv
Turkey,2004-10,16.1,mfhhis01.csv
Turkey,2004-11,14.5,mfhhis01.csv
Turkey,2004-12,12.0,mfhhis01.csv
Turkey,2005-01,12.9,mfhhis01.csv
Turkey,2005-02,10.4,mfhhis01.csv
Turkey,2005-03,11.4,mfhhis01.csv
Turkey,2005-04,10.7,mfhhis01.csv
Turkey,2005-05,10.1,mfhhis01.csv
Turkey,2005-06,13.8,mfhhis01.csv
Turkey,2005-07,16.6,mfhhis01.csv
Turkey,2005-08,15.5,mfhhis01.csv
Turkey,2005-09,14.6,mfhhis01.csv
Turkey,2005-10,15.7,mfhhis01.csv
Turkey,2005-11,18.5,mfhhis01.csv
Turkey,2005-12,17.4,mfhhis01.csv
Turkey,2006-01,18.9,mfhhis01.csv
Turkey,2006-02,21.6,mfhhis01.csv
Turkey,2006-03,21.0,mfhhis01.csv
Turkey,2006-04,21.6,mfhhis01.csv
Turkey,2006-05,21.5,mfhhis01.csv
Turkey,2006-06,19.1,mfhhis01.csv
Turkey,2006-07,22.5,mfhhis01.csv
Turkey,2006-08,24.0,mfhhis01.csv
Turkey,2006-09,23.6,mfhhis01.csv
Turkey,2006-10,22.3,mfhhis01.csv
Turkey,2006-11,23.4,mfhhis01.csv
Turkey,2006-12,23.0,mfhhis01.csv
Turkey,2007-01,25.0,mfhhis01.csv
Turkey,2007-02,25.4,mfhhis01.csv
Turkey,2007-03,27.6,mfhhis01.csv
Turkey,2007-04,26.2,mfhhis01.csv
Turkey,2007-05,27.0,mfhhis01.csv
Turkey,2007-06,27.1,mfhhis01.csv
Turkey,2007-07,28.5,mfhhis01.csv
Turkey,2007-08,29.2,mfhhis01.csv
Turkey,2007-09,28.2,mfhhis01.csv
Turkey,2007-10,28.1,mfhhis01.csv
Turkey,2007-11,25.6,mfhhis01.csv
Turkey,2007-12,25.6,mfhhis01.csv
Turkey,2008-01,28.2,mfhhis01.csv
Turkey,2008-02,28.5,mfhhis01.csv
Turkey,2008-03,28.7,mfhhis01.csv
Turkey,2008-04,31.1,mfhhis01.csv
Turkey,2008-05,28.9,mfhhis01.csv
Turkey,2008-06,30.3,mfhhis01.csv
Turkey,2008-07,32.7,mfhhis01.csv
Turkey,2008-08,34.3,mfhhis01.csv
Turkey,2008-09,31.5,mfhhis01.csv
Turkey,2008-10,27.3,mfhhis01.csv
Turkey,2008-11,28.4,mfhhis01.csv
Turkey,2008-12,30.2,mfhhis01.csv
Turkey,2009-01,30.8,mfhhis01.csv
Turkey,2009-02,31.9,mfhhis01.csv
Turkey,2009-03,29.7,mfhhis01.csv
Turkey,2009-04,26.6,mfhhis01.csv
Turkey,2009-05,28.3,mfhhis01.csv
Turkey,2009-06,26.9,mfhhis01.csv
Turkey,2009-07,27.1,mfhhis01.csv
Turkey,2009-08,28.5,mfhhis01.csv
Turkey,2009-09,28.1,mfhhis01.csv
Turkey,2009-10,30.3,mfhhis01.csv
Turkey,2009-11,29.4,mfhhis01.csv
Turkey,2009-12,28.1,mfhhis01.csv
Turkey,2010-01,27.5,mfhhis01.csv
Turkey,2010-02,27.3,mfhhis01.csv
Turkey,2010-03,28.7,mfhhis01.csv
Turkey,2010-04,27.9,mfhhis01.csv
Turkey,2010-05,27.6,mfhhis01.csv
Turkey,2010-06,25.5,mfhhis01.csv
Turkey,2010-07,26.7,mfhhis01.csv
Turkey,2010-08,29.7,mfhhis01.csv
Turkey,2010-09,27.8,mfhhis01.csv
Turkey,2010-10,27.8,mfhhis01.csv
Turkey,2010-11,29.1,mfhhis01.csv
Turkey,2010-12,28.9,mfhhis01.csv
Turkey,2011-01,32.9,mfhhis01.csv
Turkey,2011-02,34.3,mfhhis01.csv
Turkey,2011-03,36.2,mfhhis01.csv
Turkey,2011-04,37.9,mfhhis01.csv
Turkey,2011-05,39.3,mfhhis01.csv
Turkey,2011-06,41.9,mfhhis01.csv
Turkey,2011-07,42.8,mfhhis01.csv
Turkey,2011-08,40.1,mfhhis01.csv
Turkey,2011-09,40.7,mfhhis01.csv
Turkey,2011-10,40.5,mfhhis01.csv
Turkey,2011-11,40.2,mfhhis01.csv
Turkey,2011-12,32.0,mfhhis01.csv
Turkey,2012-01,27.4,mfhhis01.csv
Turkey,2012-02,30.1,mfhhis01.csv
Turkey,2012-03,30.4,mfhhis01.csv
Turkey,2012-04,28.1,mfhhis01.csv
Turkey,2012-05,27.1,mfhhis01.csv
Turkey,2012-06,29.1,mfhhis01.csv
Turkey,2012-07,30.3,mfhhis01.csv
Turkey,2012-08,34.6,mfhhis01.csv
Turkey,2012-09,42.6,mfhhis01.csv
Turkey,2012-10,51.6,mfhhis01.csv
Turkey,2012-11,55.6,mfhhis01.csv
Turkey,2012-12,57.6,mfhhis01.csv
Turkey,2013-01,57.7,mfhhis01.csv
Turkey,2013-02,55.9,mfhhis01.csv
Turkey,2013-03,56.7,mfhhis01.csv
Turkey,2013-04,60.4,mfhhis01.csv
Turkey,2013-05,60.2,mfhhis01.csv
Turkey,2013-06,59.1,mfhhis01.csv
Turkey,2013-07,55.0,mfhhis01.csv
Turkey,2013-08,58.4,mfhhis01.csv
Turkey,2013-09,54.3,mfhhis01.csv
Turkey,2013-10,51.5,mfhhis01.csv
Turkey,2013-11,53.4,mfhhis01.csv
Turkey,2013-12,52.2,mfhhis01.csv
Turkey,2014-01,48.9,mfhhis01.csv
Turkey,2014-02,49.6,mfhhis01.csv
Turkey,2014-03,50.9,mfhhis01.csv
Turkey,2014-04,50.5,mfhhis01.csv
Turkey,2014-05,53.2,mfhhis01.csv
Turkey,2014-06,52.8,mfhhis01.csv
Turkey,2014-07,54.9,mfhhis01.csv
Turkey,2014-08,73.4,mfhhis01.csv
Turkey,2014-09,74.7,mfhhis01.csv
Turkey,2014-10,75.7,mfhhis01.csv
Turkey,2014-11,80.5,mfhhis01.csv
Turkey,2014-12,77.0,mfhhis01.csv
Turkey,2015-01,82.4,mfhhis01.csv
Turkey,2015-02,79.5,mfhhis01.csv
Turkey,2015-03,76.2,mfhhis01.csv
Turkey,2015-04,77.8,mfhhis01.csv
Turkey,2015-05,78.5,mfhhis01.csv
Turkey,2015-06,75.8,mfhhis01.csv
Turkey,2015-07,75.4,mfhhis01.csv
Turkey,2015-08,72.9,mfhhis01.csv
Turkey,2015-09,68.9,mfhhis01.csv
Turkey,2015-10,61.9,mfhhis01.csv
Turkey,2015-11,67.1,mfhhis01.csv
Turkey,2015-12,64.6,mfhhis01.csv
Turkey,2016-01,59.8,mfhhis01.csv
Turkey,2016-02,53.4,mfhhis01.csv
Turkey,2016-03,52.9,mfhhis01.csv
Turkey,2016-04,54.7,mfhhis01.csv
Turkey,2016-05,50.7,mfhhis01.csv
Turkey,2016-06,58.6,mfhhis01.csv
Turkey,2016-07,59.7,mfhhis01.csv
Turkey,2016-08,56.5,mfhhis01.csv
Turkey,2016-09,61.5,mfhhis01.csv
Turkey,2016-10,58.3,mfhhis01.csv
Turkey,2016-11,55.8,mfhhis01.csv
Turkey,2016-12,59.1,mfhhis01.csv
Turkey,2017-01,58.4,mfhhis01.csv
Turkey,2017-02,58.3,mfhhis01.csv
Turkey,2017-03,59.0,mfhhis01.csv
Turkey,2017-04,56.4,mfhhis01.csv
Turkey,2017-05,49.5,mfhhis01.csv
Turkey,2017-06,58.9,mfhhis01.csv
Turkey,2017-07,54.5,mfhhis01.csv
Turkey,2017-08,57.7,mfhhis01.csv
Turkey,2017-09,60.8,mfhhis01.csv
Turkey,2017-10,61.5,mfhhis01.csv
Turkey,2017-11,61.2,mfhhis01.csv
Turkey,2017-12,52.6,mfhhis01.csv
Turkey,2018-01,49.648,slt3d_globl.csv
Turkey,2018-02,45.573,slt3d_globl.csv
Turkey,2018-03,40.872,slt3d_globl.csv
Turkey,2018-04,38.222,slt3d_globl.csv
Turkey,2018-05,32.572,slt3d_globl.csv
Turkey,2018-06,28.839,slt3d_globl.csv
Turkey,2018-07,29.609,slt3d_globl.csv
Turkey,2018-08,18.461,slt3d_globl.csv
Turkey,2018-09,12.843,slt3d_globl.csv
Turkey,2018-10,10.233,slt3d_globl.csv
Turkey,2018-11,9.576,slt3d_globl.csv
Turkey,2018-12,7.442,slt3d_globl.csv
Turkey,2019-01,3.174,slt3d_globl.csv
Turkey,2019-02,3.37,slt3d_globl.csv
Turkey,2019-03,2.024,slt3d_globl.csv
Turkey,2019-04,1.894,slt3d_globl.csv
Turkey,2019-05,1.753,slt3d_globl.csv
Turkey,2019-06,1.77,slt3d_globl.csv
Turkey,2019-07,1.664,slt3d_globl.csv
Turkey,2019-08,1.678,slt3d_globl.csv
Turkey,2019-09,1.699,slt3d_globl.csv
Turkey,2019-10,1.692,slt3d_globl.csv
Turkey,2019-11,1.695,slt3d_globl.csv
Turkey,2019-12,1.989,slt3d_globl.csv
Turkey,2020-01,2.794,slt_table3.txt
Turkey,2020-02,2.335,slt_table3.txt
Turkey,2020-03,2.505,slt_table3.txt
Turkey,2020-04,2.03,slt_table3.txt
Turkey,2020-05,2.105,slt_table3.txt
Turkey,2020-06,2.569,slt_table3.txt
Turkey,2020-07,2.266,slt_table3.txt
Turkey,2020-08,1.789,slt_table3.txt
Turkey,2020-09,1.908,slt_table3.txt
Turkey,2020-10,1.868,slt_table3.txt
Turkey,2020-11,2.013,slt_table3.txt
Turkey,2020-12,1.945,slt_table3.txt
Turkey,2021-01,2.28,slt_table3.txt
Turkey,2021-02,2.464,slt_table3.txt
Turkey,2021-03,2.331,slt_table3.txt
Turkey,2021-04,2.445,slt_table3.txt
Turkey,2021-05,2.371,slt_table3.txt
Turkey,2021-06,2.128,slt_table3.txt
Turkey,2021-07,2.025,slt_table3.txt
Turkey,2021-08,1.751,slt_table3.txt
Turkey,2021-09,1.757,slt_table3.txt
Turkey,2021-10,1.761,slt_table3.txt
Turkey,2021-11,1.893,slt_table3.txt
Turkey,2021-12,1.903,slt_table3.txt
Turkey,2022-01,1.51,slt_table3.txt
Turkey,2022-02,1.574,slt_table3.txt
Turkey,2022-03,1.595,slt_table3.txt
Turkey,2022-04,1.603,slt_table3.txt
Turkey,2022-05,1.666,slt_table3.txt
Turkey,2022-06,1.674,slt_table3.txt
Turkey,2022-07,1.803,slt_table3.txt
Turkey,2022-08,1.888,slt_table3.txt
Turkey,2022-09,1.814,slt_table3.txt
Turkey,2022-10,1.834,slt_table3.txt
Turkey,2022-11,1.993,slt_table3.txt
Turkey,2022-12,2.027,slt_table3.txt
Turkey,2023-01,2.154,slt_table3.txt
Turkey,2023-02,1.988,slt_table3.txt
Turkey,2023-03,2.151,slt_table3.txt
Turkey,2023-04,2.126,slt_table3.txt
Turkey,2023-05,2.075,slt_table3.txt
Turkey,2023-06,2.255,slt_table3.txt
Turkey,2023-07,2.352,slt_table3.txt
Turkey,2023-08,2.064,slt_table3.txt
Turkey,2023-09,2.102,slt_table3.txt
Turkey,2023-10,2.346,slt_table3.txt
Turkey,2023-11,2.359,slt_table3.txt
Turkey,2023-12,2.166,slt_table3.txt
Turkey,2024-01,3.096,slt_table3.txt
Turkey,2024-02,3.086,slt_table3.txt
Turkey,2024-03,3.111,slt_table3.txt
Turkey,2024-04,3.115,slt_table3.txt
Turkey,2024-05,3.262,slt_table3.txt
Turkey,2024-06,3.438,slt_table3.txt
Turkey,2024-07,6.092,slt_table3.txt
Turkey,2024-08,6.149,slt_table3.txt
Turkey,2024-09,6.295,slt_table3.txt
Turkey,2024-10,11.965,slt_table3.txt
Turkey,2024-11,12.095,slt_table3.txt
Turkey,2024-12,12.852,slt_table3.txt
Turkey,2025-01,18.21,slt_table3.txt
Turkey,2025-02,20.471,slt_table3.txt
Turkey,2025-03,15.918,slt_table3.txt
Turkey,2025-04,7.137,slt_table3.txt
Turkey,2025-05,7.043,slt_table3.txt
Turkey,2025-06,7.692,slt_table3.txt
Turkey,2025-07,9.938,slt_table3.txt
Turkey,2025-08,19.424,slt_table3.txt
Turkey,2025-09,13.279,slt_table3.txt
Turkey,2025-10,14.608,slt_table3.txt
Turkey,2025-11,15.723,slt_table3.txt
Turkey,2025-12,14.003,slt_table3.txt
Turkey,2026-01,16.903,slt_table3.txt
Turkey,2026-02,15.715,slt_table3.txt
Turkey,2026-03,1.784,slt_table3.txt
Turkey,2026-04,2.61,slt_table3.txt
Saudi Arabia,2011-09,70.482,slt3d_globl.csv
Saudi Arabia,2011-12,73.135,slt3d_globl.csv
Saudi Arabia,2012-01,74.9,mfhhis01.csv
Saudi Arabia,2012-02,76.5,mfhhis01.csv
Saudi Arabia,2012-03,78.2,mfhhis01.csv
Saudi Arabia,2012-04,78.9,mfhhis01.csv
Saudi Arabia,2012-05,76.6,mfhhis01.csv
Saudi Arabia,2012-06,76.0,mfhhis01.csv
Saudi Arabia,2012-07,77.2,mfhhis01.csv
Saudi Arabia,2012-08,75.9,mfhhis01.csv
Saudi Arabia,2012-09,75.3,mfhhis01.csv
Saudi Arabia,2012-10,76.9,mfhhis01.csv
Saudi Arabia,2012-11,76.8,mfhhis01.csv
Saudi Arabia,2012-12,77.6,mfhhis01.csv
Saudi Arabia,2013-01,77.2,mfhhis01.csv
Saudi Arabia,2013-02,76.5,mfhhis01.csv
Saudi Arabia,2013-03,78.6,mfhhis01.csv
Saudi Arabia,2013-04,78.0,mfhhis01.csv
Saudi Arabia,2013-05,79.5,mfhhis01.csv
Saudi Arabia,2013-06,79.8,mfhhis01.csv
Saudi Arabia,2013-07,81.8,mfhhis01.csv
Saudi Arabia,2013-08,80.9,mfhhis01.csv
Saudi Arabia,2013-09,82.3,mfhhis01.csv
Saudi Arabia,2013-10,83.6,mfhhis01.csv
Saudi Arabia,2013-11,79.2,mfhhis01.csv
Saudi Arabia,2013-12,78.0,mfhhis01.csv
Saudi Arabia,2014-01,80.4,mfhhis01.csv
Saudi Arabia,2014-02,79.5,mfhhis01.csv
Saudi Arabia,2014-03,82.7,mfhhis01.csv
Saudi Arabia,2014-04,84.9,mfhhis01.csv
Saudi Arabia,2014-05,87.9,mfhhis01.csv
Saudi Arabia,2014-06,90.9,mfhhis01.csv
Saudi Arabia,2014-07,92.5,mfhhis01.csv
Saudi Arabia,2014-08,92.9,mfhhis01.csv
Saudi Arabia,2014-09,93.4,mfhhis01.csv
Saudi Arabia,2014-10,93.9,mfhhis01.csv
Saudi Arabia,2014-11,93.5,mfhhis01.csv
Saudi Arabia,2014-12,97.9,mfhhis01.csv
Saudi Arabia,2015-01,100.8,mfhhis01.csv
Saudi Arabia,2015-02,101.4,mfhhis01.csv
Saudi Arabia,2015-03,102.8,mfhhis01.csv
Saudi Arabia,2015-04,105.1,mfhhis01.csv
Saudi Arabia,2015-05,107.2,mfhhis01.csv
Saudi Arabia,2015-06,109.5,mfhhis01.csv
Saudi Arabia,2015-07,110.1,mfhhis01.csv
Saudi Arabia,2015-08,112.8,mfhhis01.csv
Saudi Arabia,2015-09,112.3,mfhhis01.csv
Saudi Arabia,2015-10,113.0,mfhhis01.csv
Saudi Arabia,2015-11,114.7,mfhhis01.csv
Saudi Arabia,2015-12,118.9,mfhhis01.csv
Saudi Arabia,2016-01,123.7,mfhhis01.csv
Saudi Arabia,2016-02,119.9,mfhhis01.csv
Saudi Arabia,2016-03,116.8,mfhhis01.csv
Saudi Arabia,2016-04,113.0,mfhhis01.csv
Saudi Arabia,2016-05,103.7,mfhhis01.csv
Saudi Arabia,2016-06,98.2,mfhhis01.csv
Saudi Arabia,2016-07,96.5,mfhhis01.csv
Saudi Arabia,2016-08,93.0,mfhhis01.csv
Saudi Arabia,2016-09,89.4,mfhhis01.csv
Saudi Arabia,2016-10,96.7,mfhhis01.csv
Saudi Arabia,2016-11,100.1,mfhhis01.csv
Saudi Arabia,2016-12,102.8,mfhhis01.csv
Saudi Arabia,2017-01,112.3,mfhhis01.csv
Saudi Arabia,2017-02,116.7,mfhhis01.csv
Saudi Arabia,2017-03,124.5,mfhhis01.csv
Saudi Arabia,2017-04,126.8,mfhhis01.csv
Saudi Arabia,2017-05,134.0,mfhhis01.csv
Saudi Arabia,2017-06,142.0,mfhhis01.csv
Saudi Arabia,2017-07,142.5,mfhhis01.csv
Saudi Arabia,2017-08,137.9,mfhhis01.csv
Saudi Arabia,2017-09,136.7,mfhhis01.csv
Saudi Arabia,2017-10,145.2,mfhhis01.csv
Saudi Arabia,2017-11,147.6,mfhhis01.csv
Saudi Arabia,2017-12,147.4,mfhhis01.csv
Saudi Arabia,2018-01,143.7,mfhhis01.csv
Saudi Arabia,2018-02,150.9,mfhhis01.csv
Saudi Arabia,2018-03,151.2,mfhhis01.csv
Saudi Arabia,2018-04,159.9,mfhhis01.csv
Saudi Arabia,2018-05,162.2,mfhhis01.csv
Saudi Arabia,2018-06,164.3,mfhhis01.csv
Saudi Arabia,2018-07,166.8,mfhhis01.csv
Saudi Arabia,2018-08,169.5,mfhhis01.csv
Saudi Arabia,2018-09,176.1,mfhhis01.csv
Saudi Arabia,2018-10,171.3,mfhhis01.csv
Saudi Arabia,2018-11,169.9,mfhhis01.csv
Saudi Arabia,2018-12,172.2,mfhhis01.csv
Saudi Arabia,2019-01,163.3,mfhhis01.csv
Saudi Arabia,2019-02,167.6,mfhhis01.csv
Saudi Arabia,2019-03,170.0,mfhhis01.csv
Saudi Arabia,2019-04,176.6,mfhhis01.csv
Saudi Arabia,2019-05,179.0,mfhhis01.csv
Saudi Arabia,2019-06,179.6,mfhhis01.csv
Saudi Arabia,2019-07,180.8,mfhhis01.csv
Saudi Arabia,2019-08,183.8,mfhhis01.csv
Saudi Arabia,2019-09,181.5,mfhhis01.csv
Saudi Arabia,2019-10,178.9,mfhhis01.csv
Saudi Arabia,2019-11,179.7,mfhhis01.csv
Saudi Arabia,2019-12,179.8,mfhhis01.csv
Saudi Arabia,2020-01,182.9,mfhhis01.csv
Saudi Arabia,2020-02,184.4,mfhhis01.csv
Saudi Arabia,2020-03,159.1,mfhhis01.csv
Saudi Arabia,2020-04,125.3,mfhhis01.csv
Saudi Arabia,2020-05,123.5,mfhhis01.csv
Saudi Arabia,2020-06,124.9,mfhhis01.csv
Saudi Arabia,2020-07,124.6,mfhhis01.csv
Saudi Arabia,2020-08,130.0,mfhhis01.csv
Saudi Arabia,2020-09,131.2,mfhhis01.csv
Saudi Arabia,2020-10,134.2,mfhhis01.csv
Saudi Arabia,2020-11,137.6,mfhhis01.csv
Saudi Arabia,2020-12,136.4,mfhhis01.csv
Saudi Arabia,2021-01,135.1,mfhhis01.csv
Saudi Arabia,2021-02,132.9,mfhhis01.csv
Saudi Arabia,2021-03,130.8,mfhhis01.csv
Saudi Arabia,2021-04,130.3,mfhhis01.csv
Saudi Arabia,2021-05,127.3,mfhhis01.csv
Saudi Arabia,2021-06,127.6,mfhhis01.csv
Saudi Arabia,2021-07,128.1,mfhhis01.csv
Saudi Arabia,2021-08,124.1,mfhhis01.csv
Saudi Arabia,2021-09,123.8,mfhhis01.csv
Saudi Arabia,2021-10,116.5,mfhhis01.csv
Saudi Arabia,2021-11,116.5,mfhhis01.csv
Saudi Arabia,2021-12,119.0,mfhhis01.csv
Saudi Arabia,2022-01,119.4,mfhhis01.csv
Saudi Arabia,2022-02,116.7,mfhhis01.csv
Saudi Arabia,2022-03,115.5,mfhhis01.csv
Saudi Arabia,2022-04,115.7,mfhhis01.csv
Saudi Arabia,2022-05,114.7,mfhhis01.csv
Saudi Arabia,2022-06,119.2,mfhhis01.csv
Saudi Arabia,2022-07,121.6,mfhhis01.csv
Saudi Arabia,2022-08,122.1,mfhhis01.csv
Saudi Arabia,2022-09,121.0,mfhhis01.csv
Saudi Arabia,2022-10,120.7,mfhhis01.csv
Saudi Arabia,2022-11,121.5,mfhhis01.csv
Saudi Arabia,2022-12,119.7,mfhhis01.csv
Saudi Arabia,2023-01,111.0,mfhhis01.csv
Saudi Arabia,2023-02,111.7,mfhhis01.csv
Saudi Arabia,2023-03,116.2,mfhhis01.csv
Saudi Arabia,2023-04,113.3,mfhhis01.csv
Saudi Arabia,2023-05,111.3,mfhhis01.csv
Saudi Arabia,2023-06,110.7,mfhhis01.csv
Saudi Arabia,2023-07,109.2,mfhhis01.csv
Saudi Arabia,2023-08,112.0,mfhhis01.csv
Saudi Arabia,2023-09,117.1,mfhhis01.csv
Saudi Arabia,2023-10,117.5,mfhhis01.csv
Saudi Arabia,2023-11,128.1,mfhhis01.csv
Saudi Arabia,2023-12,132.0,mfhhis01.csv
Saudi Arabia,2024-01,133.5,mfhhis01.csv
Saudi Arabia,2024-02,131.1,mfhhis01.csv
Saudi Arabia,2024-03,135.9,mfhhis01.csv
Saudi Arabia,2024-04,135.4,mfhhis01.csv
Saudi Arabia,2024-05,136.3,mfhhis01.csv
Saudi Arabia,2024-06,140.2,mfhhis01.csv
Saudi Arabia,2024-07,142.7,mfhhis01.csv
Saudi Arabia,2024-08,142.8,mfhhis01.csv
Saudi Arabia,2024-09,143.9,mfhhis01.csv
Saudi Arabia,2024-10,139.2,mfhhis01.csv
Saudi Arabia,2024-11,135.6,mfhhis01.csv
Saudi Arabia,2024-12,137.5,mfhhis01.csv
Saudi Arabia,2025-01,126.9,mfhhis01.csv
Saudi Arabia,2025-02,126.4,mfhhis01.csv
Saudi Arabia,2025-03,131.6,mfhhis01.csv
Saudi Arabia,2025-04,133.8,mfhhis01.csv
Saudi Arabia,2025-05,127.7,mfhhis01.csv
Saudi Arabia,2025-06,130.5,mfhhis01.csv
Saudi Arabia,2025-07,131.6,mfhhis01.csv
Saudi Arabia,2025-08,133.0,mfhhis01.csv
Saudi Arabia,2025-09,134.2,mfhhis01.csv
Saudi Arabia,2025-10,134.3,mfhhis01.csv
Saudi Arabia,2025-11,148.8,mfhhis01.csv
Saudi Arabia,2025-12,149.5,mfhhis01.csv
Saudi Arabia,2026-01,134.78,slt_table3.txt
Saudi Arabia,2026-02,160.431,slt_table3.txt
Saudi Arabia,2026-03,149.573,slt_table3.txt
Saudi Arabia,2026-04,140.12,slt_table3.txt
Poland,2003-01,8.7,mfhhis01.csv
Poland,2003-02,9.0,mfhhis01.csv
Poland,2003-03,9.3,mfhhis01.csv
Poland,2003-04,9.1,mfhhis01.csv
Poland,2003-05,9.4,mfhhis01.csv
Poland,2003-06,9.3,mfhhis01.csv
Poland,2003-07,10.2,mfhhis01.csv
Poland,2003-08,10.1,mfhhis01.csv
Poland,2003-09,10.0,mfhhis01.csv
Poland,2003-10,10.3,mfhhis01.csv
Poland,2003-11,10.4,mfhhis01.csv
Poland,2003-12,10.7,mfhhis01.csv
Poland,2004-01,10.8,mfhhis01.csv
Poland,2004-02,11.0,mfhhis01.csv
Poland,2004-03,11.3,mfhhis01.csv
Poland,2004-04,11.5,mfhhis01.csv
Poland,2004-05,11.3,mfhhis01.csv
Poland,2004-06,10.6,mfhhis01.csv
Poland,2004-07,9.4,mfhhis01.csv
Poland,2004-08,9.4,mfhhis01.csv
Poland,2004-09,10.3,mfhhis01.csv
Poland,2004-10,10.6,mfhhis01.csv
Poland,2004-11,10.8,mfhhis01.csv
Poland,2004-12,10.8,mfhhis01.csv
Poland,2005-01,10.2,mfhhis01.csv
Poland,2005-02,10.6,mfhhis01.csv
Poland,2005-03,11.4,mfhhis01.csv
Poland,2005-04,11.9,mfhhis01.csv
Poland,2005-05,11.8,mfhhis01.csv
Poland,2005-06,11.4,mfhhis01.csv
Poland,2005-07,12.2,mfhhis01.csv
Poland,2005-08,12.1,mfhhis01.csv
