issuer_lei,ultimate_parent_lei,parent_country_iso,relationship_type,source
549300OJE6NEPSTL1870,549300OJE6NEPSTL1870,KY,SELF,GLEIF-RR+API
549300OJFSN0QP3XDM12,549300OJFSN0QP3XDM12,KY,SELF,GLEIF-RR+API
549300OKB854VBBC1981,549300OKB854VBBC1981,KY,SELF,GLEIF-RR+API
549300OKYVEGO11YZO59,549300OKYVEGO11YZO59,KY,SELF,GLEIF-RR+API
549300OLARYHDXP3WK18,549300OLARYHDXP3WK18,KY,SELF,GLEIF-RR+API
549300OLGWYQTN8JJM06,549300OLGWYQTN8JJM06,KY,SELF,GLEIF-RR+API
549300OLN5VHTMLSN650,549300OLN5VHTMLSN650,KY,SELF,GLEIF-RR+API
549300OM5GJJFIKCOZ48,549300OM5GJJFIKCOZ48,KY,SELF,GLEIF-RR+API
549300OMT7I0PWV74187,549300OMT7I0PWV74187,KY,SELF,GLEIF-RR+API
549300ONT38CX63OJ636,549300ONT38CX63OJ636,KY,SELF,GLEIF-RR+API
549300OP87QBZ6KR1406,549300OP87QBZ6KR1406,KY,SELF,GLEIF-RR+API
549300OPJWALMOKFT505,549300OPJWALMOKFT505,KY,SELF,GLEIF-RR+API
549300OQ91X6COVM4483,549300OQ91X6COVM4483,KY,SELF,GLEIF-RR+API
549300OQGSM5ZJ8UFS62,549300OQGSM5ZJ8UFS62,US,SELF,GLEIF-RR+API
549300OR6B15UIZ9FZ95,549300OR6B15UIZ9FZ95,KY,SELF,GLEIF-RR+API
549300OT0PXEZ8X3WJ68,549300OT0PXEZ8X3WJ68,KY,SELF,GLEIF-RR+API
549300OT41NOT6O55015,549300OT41NOT6O55015,KY,SELF,GLEIF-RR+API
549300OV7Z440PI54J04,549300OV7Z440PI54J04,KY,SELF,GLEIF-RR+API
549300OYEZ11WGJ2SS19,549300OYEZ11WGJ2SS19,KY,SELF,GLEIF-RR+API
549300OYG05TXUTUVD98,549300OYG05TXUTUVD98,KY,SELF,GLEIF-RR+API
549300OYGEU6QQMCEG78,549300OYGEU6QQMCEG78,KY,SELF,GLEIF-RR+API
549300OYSIGK6OT5WL04,549300OYSIGK6OT5WL04,KY,SELF,GLEIF-RR+API
549300OZUVI5LYGOQM18,549300OZUVI5LYGOQM18,KY,SELF,GLEIF-RR+API
549300P0MOXZPIM3AS61,549300P0MOXZPIM3AS61,KY,SELF,GLEIF-RR+API
549300P18F17MYF55L44,549300P18F17MYF55L44,KY,SELF,GLEIF-RR+API
549300P1JAXJ4R8WEB89,549300P1JAXJ4R8WEB89,KY,SELF,GLEIF-RR+API
549300P24Z68VDSJL683,549300P24Z68VDSJL683,KY,SELF,GLEIF-RR+API
549300P2JRKENZSEBB42,549300P2JRKENZSEBB42,KY,SELF,GLEIF-RR+API
549300P2JTF5JKW10Z65,549300P2JTF5JKW10Z65,LU,SELF,GLEIF-RR+API
549300P2UYQ9U5LY1T58,549300P2UYQ9U5LY1T58,KY,SELF,GLEIF-RR+API
549300P3XUH38MXFT836,549300P3XUH38MXFT836,KY,SELF,GLEIF-RR+API
549300P6T1S83Z2MDF55,549300P6T1S83Z2MDF55,KY,SELF,GLEIF-RR+API
549300P7KR0IARP7PG22,549300P7KR0IARP7PG22,KY,SELF,GLEIF-RR+API
549300P7TJIQJ2SGDA15,549300P7TJIQJ2SGDA15,KY,SELF,GLEIF-RR+API
549300P8DGS3P29REJ96,5493008W2093UORD3V27,US,DIRECT,GLEIF-RR+API
549300P8GI2KKEMZUH97,549300P8GI2KKEMZUH97,KY,SELF,GLEIF-RR+API
549300PACXK2KP6J2T91,549300PACXK2KP6J2T91,KY,SELF,GLEIF-RR+API
549300PBP8D73LB0P313,549300PBP8D73LB0P313,US,SELF,GLEIF-RR+API
549300PC4RPZFE70AI24,549300PC4RPZFE70AI24,KY,SELF,GLEIF-RR+API
549300PCGOXUK8XLNY49,549300PCGOXUK8XLNY49,KY,SELF,GLEIF-RR+API
549300PDOU6AR9Z9IN08,549300PDOU6AR9Z9IN08,KY,SELF,GLEIF-RR+API
549300PDUNVXUNJ7HC63,549300PDUNVXUNJ7HC63,VG,SELF,GLEIF-RR+API
549300PI8IF6UEHMVV14,3003009NHMYN28SV3Z15,CN,ULTIMATE,GLEIF-RR+API
549300PI8RQL0WTFWT79,549300PI8RQL0WTFWT79,HK,SELF,GLEIF-RR+API
549300PIQILNPH8UJT31,549300PIQILNPH8UJT31,KY,SELF,GLEIF-RR+API
549300PJ1FVY9B16K017,549300PJ1FVY9B16K017,KY,SELF,GLEIF-RR+API
549300PJRIGYUE3V5M12,549300PJRIGYUE3V5M12,KY,SELF,GLEIF-RR+API
549300PJT7LMFYT62C07,549300PJT7LMFYT62C07,KY,SELF,GLEIF-RR+API
549300PKHWCSUE1AMK94,549300PKHWCSUE1AMK94,KY,SELF,GLEIF-RR+API
549300PKM3N9LK4JM015,549300PKM3N9LK4JM015,KY,SELF,GLEIF-RR+API
549300PKXRJW5V5VW357,549300PKXRJW5V5VW357,KY,SELF,GLEIF-RR+API
549300PNRTNVMGVJY078,549300PNRTNVMGVJY078,KY,SELF,GLEIF-RR+API
549300POBLM5RW6LD816,549300POBLM5RW6LD816,KY,SELF,GLEIF-RR+API
549300POZZMBXFYP2H73,549300POZZMBXFYP2H73,VG,SELF,GLEIF-RR+API
549300PPHIOJQEKPJH29,549300PPHIOJQEKPJH29,KY,SELF,GLEIF-RR+API
549300PPJP6KEORGHQ85,549300PPJP6KEORGHQ85,KY,SELF,GLEIF-RR+API
549300PPQILFPZT13E12,5493001KQW6DM7KEDR62,CN,ULTIMATE,GLEIF-RR+API
549300PQ60B57EBTK013,549300PQ60B57EBTK013,KY,SELF,GLEIF-RR+API
549300PRAU42OGUUTY83,549300PRAU42OGUUTY83,KY,SELF,GLEIF-RR+API
549300PRQCSTFU7VEI08,549300PRQCSTFU7VEI08,KY,SELF,GLEIF-RR+API
549300PSJEHGXCQ8J374,549300PSJEHGXCQ8J374,VG,SELF,GLEIF-RR+API
549300PT73WJRNMAKE44,549300PT73WJRNMAKE44,KY,SELF,GLEIF-RR+API
549300PTCF9P2JDL1E69,549300PTCF9P2JDL1E69,KY,SELF,GLEIF-RR+API
549300PTFC72J38UQF59,549300PTFC72J38UQF59,KY,SELF,GLEIF-RR+API
549300PUYYMT986Z6J05,549300PUYYMT986Z6J05,KY,SELF,GLEIF-RR+API
549300PVHXUFEIE6LY50,WOCMU6HCI0OJWNPRZS33,IT,ULTIMATE,GLEIF-RR+API
549300PVYNJC7QL0GC48,549300PVYNJC7QL0GC48,KY,SELF,GLEIF-RR+API
549300PWEMQKJMMXR454,549300PWEMQKJMMXR454,KY,SELF,GLEIF-RR+API
549300PXQERPW8QV9145,549300PXQERPW8QV9145,KY,SELF,GLEIF-RR+API
549300PYL1KC7BYM8G75,549300PYL1KC7BYM8G75,KY,SELF,GLEIF-RR+API
549300PYVBTBHWS9X081,549300PYVBTBHWS9X081,KY,SELF,GLEIF-RR+API
549300PYZPV2K342TZ72,549300PYZPV2K342TZ72,KY,SELF,GLEIF-RR+API
549300PZUK1YI58H0Z29,549300PZUK1YI58H0Z29,KY,SELF,GLEIF-RR+API
549300Q00FJ0WHHYC788,549300Q00FJ0WHHYC788,KY,SELF,GLEIF-RR+API
549300Q1JC7X89PPGN26,300300E1003931000068,CN,ULTIMATE,GLEIF-RR+API
549300Q25AW0J5PAWT42,549300Q25AW0J5PAWT42,KY,SELF,GLEIF-RR+API
549300Q2FGQXKG7X0I83,549300Q2FGQXKG7X0I83,VG,SELF,GLEIF-RR+API
549300Q3CTIH31RFPO82,549300Q3CTIH31RFPO82,US,SELF,GLEIF-RR+API
549300Q4PPEXLDSOKL32,549300Q4PPEXLDSOKL32,KY,SELF,GLEIF-RR+API
549300Q5OZTF68OGPY72,549300Q5OZTF68OGPY72,KY,SELF,GLEIF-RR+API
549300Q690U1BR82UX43,549300Q690U1BR82UX43,KY,SELF,GLEIF-RR+API
549300Q6VG2813TG2830,549300Q6VG2813TG2830,KY,SELF,GLEIF-RR+API
549300Q89L7I93JSRH83,549300Q89L7I93JSRH83,KY,SELF,GLEIF-RR+API
549300Q8TB5ELPAK8181,549300Q8TB5ELPAK8181,KY,SELF,GLEIF-RR+API
549300Q8UEI2ERAP6P49,549300Q8UEI2ERAP6P49,KY,SELF,GLEIF-RR+API
549300Q9HRIFA2BGHJ51,549300Q9HRIFA2BGHJ51,KY,SELF,GLEIF-RR+API
549300Q9ID4640FE0422,549300Q9ID4640FE0422,KY,SELF,GLEIF-RR+API
549300QCAOUF4OXOI275,549300QCAOUF4OXOI275,KY,SELF,GLEIF-RR+API
549300QEN35HTPJ3BX33,549300QEN35HTPJ3BX33,KY,SELF,GLEIF-RR+API
549300QFERVNPGSISO16,549300QFERVNPGSISO16,KY,SELF,GLEIF-RR+API
549300QFQ74Z0F96NS78,549300QFQ74Z0F96NS78,KY,SELF,GLEIF-RR+API
549300QFYP8PTWJMXQ65,549300QFYP8PTWJMXQ65,US,SELF,GLEIF-RR+API
549300QK06ZD0H5SH503,549300QK06ZD0H5SH503,KY,SELF,GLEIF-RR+API
549300QKM4OHZM4I5C40,549300QKM4OHZM4I5C40,KY,SELF,GLEIF-RR+API
549300QO1I8V07FLPQ13,549300QO1I8V07FLPQ13,KY,SELF,GLEIF-RR+API
549300QOOT46OWR6Z544,549300QOOT46OWR6Z544,KY,SELF,GLEIF-RR+API
549300QPKCSVLNE57D29,3003000OW2E3NMDVC816,CN,ULTIMATE,GLEIF-RR+API
549300QQ6WEN7DIBD138,549300QQ6WEN7DIBD138,KY,SELF,GLEIF-RR+API
549300QQDSTCZ860F679,549300QQDSTCZ860F679,KY,SELF,GLEIF-RR+API
549300QQUW46V6EB1N30,549300QQUW46V6EB1N30,KY,SELF,GLEIF-RR+API
549300QR0537E9AXFW42,549300QR0537E9AXFW42,KY,SELF,GLEIF-RR+API
549300QR3VQZ1T0JUI29,549300QR3VQZ1T0JUI29,KY,SELF,GLEIF-RR+API
549300QSQ98IRWUWDV20,549300QSQ98IRWUWDV20,KY,SELF,GLEIF-RR+API
549300QSX7N2T5WWJU16,549300QSX7N2T5WWJU16,KY,SELF,GLEIF-RR+API
549300QTVYRPFHS0J362,549300QTVYRPFHS0J362,MX,SELF,GLEIF-RR+API
549300QUG3I8PF6T6C52,549300QUG3I8PF6T6C52,KY,SELF,GLEIF-RR+API
549300QUXHG4PVZCKN53,549300QUXHG4PVZCKN53,KY,SELF,GLEIF-RR+API
549300QV2DQ5QN1K3U52,549300QV2DQ5QN1K3U52,KY,SELF,GLEIF-RR+API
549300QWJFPV5413KI88,529900XEAB40COT5ZL30,HK,ULTIMATE,GLEIF-RR+API
549300QWNMCKH2N9ZJ05,549300QWNMCKH2N9ZJ05,KY,SELF,GLEIF-RR+API
549300QY7L9WFVGWC115,549300QY7L9WFVGWC115,KY,SELF,GLEIF-RR+API
549300QYWD7GXVL7MN11,549300QYWD7GXVL7MN11,KY,SELF,GLEIF-RR+API
549300R06FSYRU75ZW78,549300R06FSYRU75ZW78,KY,SELF,GLEIF-RR+API
549300R0C043JWD1XY94,549300R0C043JWD1XY94,KY,SELF,GLEIF-RR+API
549300R0C8KS2AMEHL81,IGJSJL3JD5P30I6NJZ34,US,ULTIMATE,GLEIF-RR+API
549300R2WJK99D0C8819,549300R2WJK99D0C8819,KY,SELF,GLEIF-RR+API
549300R31W8UMZCTNF95,549300R31W8UMZCTNF95,KY,SELF,GLEIF-RR+API
549300R39C7C8ZT3OK12,549300R39C7C8ZT3OK12,KY,SELF,GLEIF-RR+API
549300R3K12EPXCGDP22,549300R3K12EPXCGDP22,KY,SELF,GLEIF-RR+API
549300R4G5ROMXQ5CG20,549300R4G5ROMXQ5CG20,KY,SELF,GLEIF-RR+API
549300R4YQWFRASHVE93,549300R4YQWFRASHVE93,KY,SELF,GLEIF-RR+API
549300R5BPFFORR9ET36,549300R5BPFFORR9ET36,KY,SELF,GLEIF-RR+API
549300R9R19G0ZF76G73,549300R9R19G0ZF76G73,VG,SELF,GLEIF-RR+API
549300RB1XGNK3FHRH35,549300RB1XGNK3FHRH35,KY,SELF,GLEIF-RR+API
549300RB8ZUQ2QO5HJ15,5493002ERZU2K9PZDL40,CN,ULTIMATE,GLEIF-RR+API
549300RCEBS0NU2XTB74,549300RCEBS0NU2XTB74,KY,SELF,GLEIF-RR+API
549300RF4JV7XJ3EV147,549300RF4JV7XJ3EV147,JE,SELF,GLEIF-RR+API
549300RFKYK6CU6TNR14,549300RFKYK6CU6TNR14,KY,SELF,GLEIF-RR+API
549300RFP0MGSGB4CS86,549300RFP0MGSGB4CS86,KY,SELF,GLEIF-RR+API
549300RHYK4B5L898W39,549300RHYK4B5L898W39,KY,SELF,GLEIF-RR+API
549300RI4HRUG7CFWM27,549300RI4HRUG7CFWM27,KY,SELF,GLEIF-RR+API
549300RJ4N2AJDFNE876,549300RJ4N2AJDFNE876,KY,SELF,GLEIF-RR+API
549300RJBZLY8V18YD77,549300RJBZLY8V18YD77,KY,SELF,GLEIF-RR+API
549300RLH7MFII51JS63,549300RLH7MFII51JS63,KY,SELF,GLEIF-RR+API
549300RLLUH00ZYECJ34,549300RLLUH00ZYECJ34,KY,SELF,GLEIF-RR+API
549300RNIRVVG4F2JZ89,549300RNIRVVG4F2JZ89,KY,SELF,GLEIF-RR+API
549300ROA1URR67W0G46,549300ROA1URR67W0G46,KY,SELF,GLEIF-RR+API
549300ROX4COSD406L14,549300ROX4COSD406L14,KY,SELF,GLEIF-RR+API
549300RPMX5HA435Q562,549300RPMX5HA435Q562,KY,SELF,GLEIF-RR+API
549300RPRH3HJCZQP933,549300RPRH3HJCZQP933,KY,SELF,GLEIF-RR+API
549300RQCC84IFW6Y440,549300RQCC84IFW6Y440,KY,SELF,GLEIF-RR+API
549300RQNK5SS6I0T293,549300IH2S17MAIUCM32,US,ULTIMATE,GLEIF-RR+API
549300RR3CIGB2A33O28,300300FL53LSO1TU5B90,CN,ULTIMATE,GLEIF-RR+API
549300RRK5G3IT4Y7N27,549300RRK5G3IT4Y7N27,KY,SELF,GLEIF-RR+API
549300RT6H1EOIYTDV62,549300RT6H1EOIYTDV62,KY,SELF,GLEIF-RR+API
549300RTEBF0FW35D815,549300RTEBF0FW35D815,KY,SELF,GLEIF-RR+API
549300RUJWPCMY4JFR46,549300RUJWPCMY4JFR46,US,SELF,GLEIF-RR+API
549300RUPLT0ZHQPBR47,549300RUPLT0ZHQPBR47,KY,SELF,GLEIF-RR+API
549300RV1TCF15DHXS87,549300RV1TCF15DHXS87,KY,SELF,GLEIF-RR+API
549300RV409NJP65MP20,549300RV409NJP65MP20,KY,SELF,GLEIF-RR+API
549300RVE5T2OYI2H743,549300RVE5T2OYI2H743,KY,SELF,GLEIF-RR+API
549300RVM37LH8GY7E41,549300RVM37LH8GY7E41,KY,SELF,GLEIF-RR+API
549300RW4E3G80IH3A51,549300RW4E3G80IH3A51,KY,SELF,GLEIF-RR+API
549300RWQDI4UTTLDE63,549300RWQDI4UTTLDE63,KY,SELF,GLEIF-RR+API
549300RWVPXQ5M3BFY62,549300RWVPXQ5M3BFY62,KY,SELF,GLEIF-RR+API
549300RWY6OWBAXCT467,549300RWY6OWBAXCT467,KY,SELF,GLEIF-RR+API
549300RX29DPTX81VW10,549300RX29DPTX81VW10,KY,SELF,GLEIF-RR+API
549300RXCFKI6KHCMP52,549300RXCFKI6KHCMP52,KY,SELF,GLEIF-RR+API
549300RY1CYH5GR2HE67,549300RY1CYH5GR2HE67,KY,SELF,GLEIF-RR+API
549300RYDG4U21PJZ263,549300RYDG4U21PJZ263,US,SELF,GLEIF-RR+API
549300RYH1PYRU661D66,549300RYH1PYRU661D66,KY,SELF,GLEIF-RR+API
549300RYHI0ZPOOD3O84,549300RYHI0ZPOOD3O84,KY,SELF,GLEIF-RR+API
549300RYVTCSHFKXHB81,549300RYVTCSHFKXHB81,KY,SELF,GLEIF-RR+API
549300S19P71XFXC3657,549300S19P71XFXC3657,KY,SELF,GLEIF-RR+API
549300S1CAKZT00VQL17,549300S1CAKZT00VQL17,KY,SELF,GLEIF-RR+API
549300S32UW0TE4JM250,549300S32UW0TE4JM250,KY,SELF,GLEIF-RR+API
549300S33XN2YGV2XG74,549300S33XN2YGV2XG74,KY,SELF,GLEIF-RR+API
549300S3IZB5P35KNV16,549300S3IZB5P35KNV16,US,SELF,GLEIF-RR+API
549300S41MY2F7SBDG73,549300S41MY2F7SBDG73,KY,SELF,GLEIF-RR+API
549300S5YSR4S7FFS332,549300S5YSR4S7FFS332,KY,SELF,GLEIF-RR+API
549300S728CF0BBRC295,549300S728CF0BBRC295,KY,SELF,GLEIF-RR+API
549300S76WZNPZ0H3Z60,549300S76WZNPZ0H3Z60,KY,SELF,GLEIF-RR+API
549300S7Y78W7UJHZZ39,549300S7Y78W7UJHZZ39,KY,SELF,GLEIF-RR+API
549300S890TBOLY1D042,549300S890TBOLY1D042,KY,SELF,GLEIF-RR+API
549300S8KJWK9EJS6Z44,549300S8KJWK9EJS6Z44,KY,SELF,GLEIF-RR+API
549300S94NIRW4K03T89,549300S94NIRW4K03T89,KY,SELF,GLEIF-RR+API
549300S9WB2KLCOJR134,549300S9WB2KLCOJR134,KY,SELF,GLEIF-RR+API
549300S9XRGO1ZPUHE62,549300S9XRGO1ZPUHE62,HK,SELF,GLEIF-RR+API
549300SBD87HFICL0405,549300SBD87HFICL0405,KY,SELF,GLEIF-RR+API
549300SBJ7CCHEFNE215,549300SBJ7CCHEFNE215,KY,SELF,GLEIF-RR+API
549300SBOOCXWC0VGZ76,549300SBOOCXWC0VGZ76,KY,SELF,GLEIF-RR+API
549300SBSSIZUVSY4U27,984500389HE6E9AB8E64,US,ULTIMATE,GLEIF-RR+API
549300SBZGES8PS36F44,549300SBZGES8PS36F44,KY,SELF,GLEIF-RR+API
549300SC4HK60KIV1S28,549300SC4HK60KIV1S28,US,SELF,GLEIF-RR+API
549300SCEOLR3BTPYX35,549300SCEOLR3BTPYX35,KY,SELF,GLEIF-RR+API
549300SCJPK3YZJTJR78,549300SCJPK3YZJTJR78,KY,SELF,GLEIF-RR+API
549300SDDOLWC85Q9Q65,549300SDDOLWC85Q9Q65,KY,SELF,GLEIF-RR+API
549300SF6W72SOPKF392,3003002Q2A863JPQFH06,CN,ULTIMATE,GLEIF-RR+API
549300SGT6G2H5JRJN32,549300SGT6G2H5JRJN32,HK,SELF,GLEIF-RR+API
549300SIXO9CLPQZL283,549300SIXO9CLPQZL283,KY,SELF,GLEIF-RR+API
549300SJ99DP6RGCLB88,549300SJ99DP6RGCLB88,VG,SELF,GLEIF-RR+API
549300SJU6HWU2QSU335,5493005JQNLB3I01JW62,KY,DIRECT,GLEIF-RR+API
549300SKDRW33OJQFH41,549300SKDRW33OJQFH41,KY,SELF,GLEIF-RR+API
549300SKEDE1VKS0A552,549300SKEDE1VKS0A552,KY,SELF,GLEIF-RR+API
549300SL5F4XH94OUB49,549300SL5F4XH94OUB49,KY,SELF,GLEIF-RR+API
549300SM4FYZ8US63U33,549300SM4FYZ8US63U33,KY,SELF,GLEIF-RR+API
549300SMHL6F6G4VTM11,549300SMHL6F6G4VTM11,KY,SELF,GLEIF-RR+API
549300SMUJOFFE8D1C16,549300SMUJOFFE8D1C16,VG,SELF,GLEIF-RR+API
549300SN372GTCE2YI66,549300SN372GTCE2YI66,KY,SELF,GLEIF-RR+API
549300SNYYGJ2M6QEK53,549300SNYYGJ2M6QEK53,KY,SELF,GLEIF-RR+API
549300SP4BSXXBS3OP05,549300SP4BSXXBS3OP05,KY,SELF,GLEIF-RR+API
549300SPM0J0RQRUOB94,549300SPM0J0RQRUOB94,KY,SELF,GLEIF-RR+API
549300SQJ6W4U0UXKE61,549300SQJ6W4U0UXKE61,KY,SELF,GLEIF-RR+API
549300SQS5QFUUV6IS14,549300SQS5QFUUV6IS14,KY,SELF,GLEIF-RR+API
549300SR4K4D5ZP3EW03,549300SR4K4D5ZP3EW03,KY,SELF,GLEIF-RR+API
549300SSI7XQH8ESJG95,549300SSI7XQH8ESJG95,ZA,SELF,GLEIF-RR+API
549300STT92RKXRGJ860,549300STT92RKXRGJ860,KY,SELF,GLEIF-RR+API
549300SU2HGHNRLL0O32,549300SU2HGHNRLL0O32,KY,SELF,GLEIF-RR+API
549300SUQAYPCZFFGP18,549300SUQAYPCZFFGP18,KY,SELF,GLEIF-RR+API
549300SUYBT9X88E9435,549300SUYBT9X88E9435,KY,SELF,GLEIF-RR+API
549300SVH2QJEV4A2G21,549300SVH2QJEV4A2G21,KY,SELF,GLEIF-RR+API
549300SWFQZMAZ6TV378,549300SWFQZMAZ6TV378,KY,SELF,GLEIF-RR+API
549300SWQCCOXV4X1761,549300SWQCCOXV4X1761,KY,SELF,GLEIF-RR+API
549300SXGU1ZTWUMZ124,549300SXGU1ZTWUMZ124,KY,SELF,GLEIF-RR+API
549300SXZQ1LGMMQ5793,549300SXZQ1LGMMQ5793,KY,SELF,GLEIF-RR+API
549300SYEBIYQWJN7391,549300SYEBIYQWJN7391,US,SELF,GLEIF-RR+API
549300SYHU0CNKIXQ691,549300SYHU0CNKIXQ691,KY,SELF,GLEIF-RR+API
549300T0CP83R2MBMT11,549300T0CP83R2MBMT11,KY,SELF,GLEIF-RR+API
549300T2HAD9JJ1YV324,549300T2HAD9JJ1YV324,KY,SELF,GLEIF-RR+API
549300T32RO3I7BJ4V26,549300T32RO3I7BJ4V26,KY,SELF,GLEIF-RR+API
549300T344IW05V1DM44,549300T344IW05V1DM44,KY,SELF,GLEIF-RR+API
549300T40QLO0VJIOB35,549300T40QLO0VJIOB35,KY,SELF,GLEIF-RR+API
549300T417GOFIYGIK20,549300T417GOFIYGIK20,KY,SELF,GLEIF-RR+API
549300T5OQR4UD880D68,549300T5OQR4UD880D68,KY,SELF,GLEIF-RR+API
549300T6IPOCDWLKC615,549300T6IPOCDWLKC615,JP,SELF,GLEIF-RR+API
549300T7MAWQDFU61E82,549300T7MAWQDFU61E82,KY,SELF,GLEIF-RR+API
549300T8V1JZG1WFK175,549300T8V1JZG1WFK175,KY,SELF,GLEIF-RR+API
549300T9QN1134QR7185,549300T9QN1134QR7185,BM,SELF,GLEIF-RR+API
549300TAELI2JXTKK009,549300TAELI2JXTKK009,KY,SELF,GLEIF-RR+API
549300TB55YBQBSW5Z77,549300TB55YBQBSW5Z77,KY,SELF,GLEIF-RR+API
549300TCSL4JHWNE1X86,549300TCSL4JHWNE1X86,KY,SELF,GLEIF-RR+API
549300TDGAMJFORBZE92,549300TDGAMJFORBZE92,KY,SELF,GLEIF-RR+API
549300TE5WUQQTRVZ282,549300TE5WUQQTRVZ282,KY,SELF,GLEIF-RR+API
549300TF362HOIC4TJ34,549300TF362HOIC4TJ34,KY,SELF,GLEIF-RR+API
549300TG725YSBBKMT63,549300TG725YSBBKMT63,VG,SELF,GLEIF-RR+API
549300TGVPUHSOMYKZ89,549300TGVPUHSOMYKZ89,KY,SELF,GLEIF-RR+API
549300THCMKHPCL3WE55,549300THCMKHPCL3WE55,KY,SELF,GLEIF-RR+API
549300TK2Z3NSTMF7G53,549300TK2Z3NSTMF7G53,VG,SELF,GLEIF-RR+API
549300TKWX739FHPEQ97,549300TKWX739FHPEQ97,KY,SELF,GLEIF-RR+API
549300TL38G7SDO1N781,549300TL38G7SDO1N781,KY,SELF,GLEIF-RR+API
549300TLJB7OIA4JRG73,549300TLJB7OIA4JRG73,KY,SELF,GLEIF-RR+API
549300TLZP9DZV3ROI47,549300JBYV4LHBCVL857,LU,ULTIMATE,GLEIF-RR+API
549300TM1LM3DLM2XN81,549300TM1LM3DLM2XN81,KY,SELF,GLEIF-RR+API
549300TM4QBVI14AXM65,549300TM4QBVI14AXM65,KY,SELF,GLEIF-RR+API
549300TMEEKUOKVHYV65,549300TMEEKUOKVHYV65,KY,SELF,GLEIF-RR+API
549300TO15F7OWC7XK63,549300TO15F7OWC7XK63,KY,SELF,GLEIF-RR+API
549300TO44EYB43F5661,549300TO44EYB43F5661,KY,SELF,GLEIF-RR+API
549300TP4B0QBDWSY710,549300TP4B0QBDWSY710,KY,SELF,GLEIF-RR+API
549300TQUJF2E652H387,549300TQUJF2E652H387,KY,SELF,GLEIF-RR+API
549300TQXORNUWLBOD84,549300TQXORNUWLBOD84,KY,SELF,GLEIF-RR+API
549300TR3WW6GC2PC544,549300TR3WW6GC2PC544,KY,SELF,GLEIF-RR+API
549300TS4MUGCDXPW498,549300TS4MUGCDXPW498,KY,SELF,GLEIF-RR+API
549300TSWFEC4DLPPH77,549300TSWFEC4DLPPH77,KY,SELF,GLEIF-RR+API
549300TSXHL7X0727895,549300TSXHL7X0727895,KY,SELF,GLEIF-RR+API
549300TT7IR66ASPWY89,549300TT7IR66ASPWY89,KY,SELF,GLEIF-RR+API
549300TTHIODYMGND828,5493002U1CA1XJOVID83,US,ULTIMATE,GLEIF-RR+API
549300TTP03NH9IE6530,549300TTP03NH9IE6530,HK,SELF,GLEIF-RR+API
549300TVTQ73XJYSYE21,549300TVTQ73XJYSYE21,KY,SELF,GLEIF-RR+API
549300TXL5AHG4X9CX68,549300TXL5AHG4X9CX68,KY,SELF,GLEIF-RR+API
549300TXM3PCKZJKD061,549300TXM3PCKZJKD061,US,SELF,GLEIF-RR+API
549300TYU0354ZWXG128,549300TYU0354ZWXG128,KY,SELF,GLEIF-RR+API
549300TYWIIKAOK07L47,549300TYWIIKAOK07L47,KY,SELF,GLEIF-RR+API
549300TYY1BQ1R0Y8R40,549300TYY1BQ1R0Y8R40,KY,SELF,GLEIF-RR+API
549300TYZXFDHLTKDG17,549300TYZXFDHLTKDG17,KY,SELF,GLEIF-RR+API
549300TZK6NKU72KPL60,549300TZK6NKU72KPL60,KY,SELF,GLEIF-RR+API
549300TZNMIREMWQU857,549300TZNMIREMWQU857,KY,SELF,GLEIF-RR+API
549300U1G1VA46DEO184,549300U1G1VA46DEO184,KY,SELF,GLEIF-RR+API
549300U3ZMUHC2JQLL56,549300U3ZMUHC2JQLL56,KY,SELF,GLEIF-RR+API
549300U4U387ES3S6791,549300U4U387ES3S6791,KY,SELF,GLEIF-RR+API
549300U5OXIEE44RUY48,549300U5OXIEE44RUY48,KY,SELF,GLEIF-RR+API
549300U6PKQ4H1P34E17,549300U6PKQ4H1P34E17,CN,SELF,GLEIF-RR+API
549300U6QXNGB66F1K14,549300U6QXNGB66F1K14,KY,SELF,GLEIF-RR+API
549300U8RSYT04O8Z019,549300U8RSYT04O8Z019,KY,SELF,GLEIF-RR+API
549300U92YP85EMXX728,549300U92YP85EMXX728,KY,SELF,GLEIF-RR+API
549300U94QGMEBM0QD46,254900WEY6SGDLDK8V11,VG,ULTIMATE,GLEIF-RR+API
549300U9HYZNUTPVJA78,549300U9HYZNUTPVJA78,KY,SELF,GLEIF-RR+API
549300UA9BSPM14TR379,549300UA9BSPM14TR379,KY,SELF,GLEIF-RR+API
549300UDPJ30BQP2HX62,549300UDPJ30BQP2HX62,KY,SELF,GLEIF-RR+API
549300UE27D3HDTZET39,300300U0SYTSNVT4Y161,CN,ULTIMATE,GLEIF-RR+API
549300UEAJV6RALDS969,213800WXW2KG1N4CO374,US,ULTIMATE,GLEIF-RR+API
549300UGZVSRRHMMHD77,549300UGZVSRRHMMHD77,KY,SELF,GLEIF-RR+API
549300UHUHCR3388B324,549300UHUHCR3388B324,KY,SELF,GLEIF-RR+API
549300UJCX58VC2FZI80,549300UJCX58VC2FZI80,KY,SELF,GLEIF-RR+API
549300UJJCG16YY1N573,549300UJJCG16YY1N573,US,SELF,GLEIF-RR+API
549300UKPSWGA4VYA949,213800K6NZ98HSRVCM15,GB,ULTIMATE,GLEIF-RR+API
